SO2,NO2,PM10,PM2.5,O3,CO,temp,humi,press,w_speed,w_dir
19,187,181,124,4,1.7,18.8,47,1015,0.4,258.5
20,185,195,124,4,1.8,18.7,48,1015.1,0.5,245.3
20,161,211,129,3,1.5,18.5,51,1015.2,0.8,242.3
17,136,171,125,3,1.4,17.8,58,1014.9,0.6,271.6
14,126,144,120,2,1.4,17.4,62,1014.5,0.4,250.5
13,110,126,118,4,1.3,17.4,64,1014.1,0.4,282.9
11,103,114,111,4,1.3,17.4,66,1014.2,0.4,284
10,99,109,104,2,1.3,17.3,69,1014.7,0.4,27.3
11,95,96,99,4,1.3,17.4,71,1014.9,0.6,338.3
12,89,89,85,12,1.3,18,70,1015.5,0.7,329
12,92,97,79,18,1.4,18.8,67,1015.9,1,328.6
14,96,109,86,36,1.3,19.8,62,1015.9,1.1,348.8
17,95,114,100,62,1.3,21,56,1015,1.2,345.8
15,86,133,105,94,1.4,21.7,54,1014,1.3,331.2
13,83,131,95,94,1.3,21.6,56,1013.1,1.3,308.2
13,71,93,92,80,1.2,21.5,59,1012.2,1.2,329.9
15,63,86,69,98,1.1,22.2,56,1011.6,1.3,332.1
12,61,94,70,104,1.1,22.3,56,1011.7,0.8,347.5
11,64,87,73,80,1.1,21.9,59,1012.1,1,295.7
10,61,61,55,54,1.1,21,63,1012.6,1.3,308.9
9,52,56,47,41,1.1,20.4,67,1013.1,1.3,305.4
8,38,47,40,46,1,19.9,69,1013.5,1.7,312.8
8,41,40,37,39,1,19.5,72,1013.7,1.1,324.4
8,44,38,31,37,1,19.3,72,1013.9,1,294.7
8,68,31,32,11,1.1,19.1,76,1013.7,1,301
8,57,48,34,17,1,19,78,1013.5,0.9,305.8
7,52,47,33,22,1,18.9,79,1013.1,1,305.8
8,41,34,24,26,0.9,18.8,80,1012.4,1.2,324.2
8,41,31,22,22,1,18.7,80,1012,0.8,264.7
8,51,31,26,12,1,18.5,82,1011.6,1.1,284.9
8,44,24,22,16,0.9,18.5,82,1011.9,1.2,314.8
7,31,23,18,26,0.9,18.5,82,1012.8,0.9,323.8
7,40,22,18,16,1,18.6,83,1013.6,0.8,296.1
7,48,27,19,11,1.2,18.8,83,1014.4,0.9,245.7
7,48,41,19,7,1.2,18.5,88,1014.8,0.7,275
7,46,37,28,9,1.1,18.7,90,1014.9,1,285.9
7,43,23,14,16,1,18.7,89,1014.2,1.2,342.9
7,42,33,22,23,1,19.4,85,1012.7,1.1,6.9
8,36,30,28,41,1,21,76,1011.2,0.9,4.1
8,41,53,26,64,1,22.6,67,1010,0.7,331
8,50,59,22,47,1.1,21.4,72,1010.4,0.4,259.2
7,64,54,31,21,1.4,20.3,77,1010.8,0.6,242.4
7,70,67,43,12,1.4,19.8,80,1011.4,1,234.9
7,71,75,47,4,1.6,19.2,82,1011.8,0.5,235.2
8,79,71,44,2,1.6,19.1,82,1012,0.4,253.3
8,73,60,46,2,1.4,19.3,80,1012,0.4,243.4
7,71,51,36,2,1.4,18.9,81,1012,0.5,247.9
7,65,61,58,2,1.4,18.5,82,1012,0.4,275.9
7,60,49,34,2,1.2,18.3,82,1011.9,1,320.4
7,57,43,22,2,1.1,18.1,81,1011.9,1.3,322.9
7,49,41,25,5,1.1,17.9,80,1012.3,1.8,331.3
8,39,30,24,13,1.1,17.5,80,1012.6,1.2,338.3
7,45,38,21,8,1.1,17,80,1013.2,0.8,2.2
7,44,43,36,10,1.2,16.8,79,1013.7,0.8,6
7,39,41,37,17,1.2,17.6,75,1014.1,1.4,8.8
8,34,45,37,26,1.2,18.8,70,1014.6,1.4,358
9,28,49,40,41,1.1,20.1,64,1014.4,1.5,20
10,28,47,14,51,1.1,21.1,61,1013.9,1.6,358.2
10,29,53,30,61,1.1,22,58,1012.8,1.5,12.6
10,33,64,32,75,1.1,23.2,53,1011.7,1.3,328.6
10,36,75,44,98,1.2,23.9,50,1011,1.2,343.2
10,31,79,47,130,1.1,24.5,47,1010.6,1.5,318.4
10,28,72,52,127,1.1,24.2,46,1010.9,1.4,344.3
8,30,63,44,120,1.1,23.7,48,1011,0.7,334.5
9,39,69,43,105,1.3,22.2,52,1011.3,0.6,247.7
9,67,85,49,56,1.6,21.2,57,1011.8,0.8,223
9,89,94,70,35,1.6,20.6,58,1012.5,0.7,231.8
9,116,100,67,9,1.7,19.9,60,1012.7,0.5,240.9
9,114,113,85,6,1.7,19.6,62,1012.8,0.4,239
8,101,107,78,4,1.9,18.5,69,1013.1,0.3,339.6
9,94,102,78,3,1.8,18.6,69,1013.5,0.6,45
10,94,111,72,2,2,18.2,70,1013.8,0.5,56.5
9,81,97,65,2,1.6,17.7,71,1014.2,0.8,82
9,73,84,57,2,1.5,17.2,72,1014,1.1,62.5
9,66,72,50,6,1.4,17.1,71,1014,1.4,63.1
9,61,65,51,8,1.3,16.7,71,1014.8,1,64.7
10,65,68,43,5,1.3,16.4,71,1015.5,0.8,51.5
10,66,68,49,4,1.4,16.3,72,1016.1,0.7,66.4
12,64,74,47,11,1.3,17.2,68,1016.7,1.4,20
13,59,78,50,19,1.3,18,66,1017,1.3,48
12,60,81,57,30,1.3,19.1,65,1016.9,1.4,87.8
11,50,82,56,56,1.1,20.3,68,1016.1,1.9,108.7
10,39,83,59,64,1,20.6,70,1015.1,1.8,113
10,16,38,36,101,0.9,21.9,64,1014,1.4,117.4
8,14,51,29,114,0.9,21.6,64,1012.9,1.8,105.8
9,16,41,28,115,0.9,22.1,62,1012.4,1.5,126.2
9,17,38,20,118,1,22,62,1012.6,1.3,104.6
8,19,36,28,117,1,21.6,63,1012.9,1.4,104.8
8,23,40,27,107,1,21.1,64,1013.3,1.2,37.3
8,25,36,27,100,1,20.4,68,1014,1.4,82.3
8,25,41,26,93,1,19.5,70,1014.6,1.8,109.4
8,27,32,26,78,1.1,19,70,1015.1,2.2,121.6
8,29,35,25,76,1.1,18.5,70,1015.4,2.1,102.9
7,25,33,20,79,1.1,18.4,70,1015.4,1.8,107.3
7,26,36,21,73,1.1,18.5,71,1015.4,2,112.7
8,38,38,23,54,1.1,18.5,71,1015.3,1.9,110.7
8,38,47,27,52,1.1,18.4,70,1015.2,1.3,103.7
9,60,44,27,25,1.1,18.1,72,1015.2,0.9,67.5
8,51,45,26,31,1.1,17.8,73,1015.3,0.9,74.8
8,73,37,25,8,1.1,17.6,73,1015.6,0.6,62.6
8,74,44,29,6,1.1,17.2,75,1016.1,0.5,86.8
7,66,41,24,5,1.3,16.8,79,1016.8,0.3,338
8,66,50,29,11,1.4,18.3,73,1017.5,1.1,26.8
8,33,54,32,139,0.5,24.6,54,1013.6,0.7,269
10,38,43,31,119,0.9,23.1,58,1013.6,0.3,277.8
6,40,56,34,96,0.9,21.7,63,1013.9,0.2,230.6
5,70,61,42,47,1.1,20.8,68,1014.4,0.3,263.6
4,103,88,53,21,1.1,20.7,70,1014.6,0.6,291.6
6,76,97,58,41,1,20.7,71,1014.8,0.8,249.1
5,84,96,62,22,1.1,19.8,74,1015,0.3,249.6
4,76,85,63,23,1,19.2,75,1015.2,0.3,287.1
4,68,87,52,22,0.9,18.7,76,1015.1,0.3,233.8
4,55,69,47,32,0.8,18.4,77,1015.1,0.4,30.6
4,35,51,47,53,0.6,18.6,77,1015.1,0.6,245.8
4,30,44,40,53,0.6,18.6,79,1015.1,0.5,354.7
3,33,42,33,45,0.6,18.3,80,1015.3,0.3,339.1
3,49,43,32,27,0.6,18.1,82,1015.6,0.3,23
3,60,50,40,7,0.9,18.1,84,1016.5,0.4,28.3
4,71,58,39,6,1.1,18.9,80,1017.4,0.4,348
6,53,54,45,43,0.8,20.2,74,1017.8,0.6,13
10,45,53,43,70,0.8,21.9,66,1017.7,0.8,34.7
11,44,73,47,86,0.7,22.6,64,1016.9,1.3,10.4
10,62,78,50,92,0.8,23.3,59,1015.8,1.3,4.5
8,43,92,55,109,0.8,24.2,54,1014.3,1.5,344
8,47,68,51,118,0.7,24.4,52,1013.3,1.4,5
8,48,73,53,141,0.8,24.9,50,1012.8,1.3,330.8
6,32,74,52,162,0.7,24.7,50,1012.8,1.3,339.2
5,33,65,52,143,0.8,24,53,1013.1,1.1,357.7
5,39,56,40,109,0.8,23,55,1013.5,1,323.7
4,39,51,46,83,0.8,22.2,57,1014,1,342.9
4,38,55,37,70,0.8,21.2,58,1014.5,1.5,2.5
4,40,51,35,55,0.9,20.3,59,1014.8,1.1,345.7
4,60,52,34,27,0.9,19.7,61,1015.1,1.2,350.7
4,60,66,37,20,0.9,19,62,1015.4,1.2,346.9
4,56,63,37,16,0.9,18.6,64,1015.5,1.6,354.3
3,44,62,40,20,0.9,18.1,65,1015.5,1.7,1.4
3,38,60,39,20,0.9,17.8,66,1015.4,1.2,359.2
4,42,58,42,15,0.9,17.8,66,1015.4,1.4,5.9
3,42,59,44,14,0.9,17.6,67,1015.5,1,30.6
3,40,54,44,18,0.8,17.4,67,1015.8,1.4,34.1
3,40,45,38,17,0.9,17.2,66,1016.5,1.7,32.5
4,45,51,31,13,0.9,16.9,68,1017.1,1.4,29
4,44,49,35,17,1,17.3,66,1017.8,1.6,21.5
6,39,49,29,30,0.9,18,63,1018.3,1.7,35.6
8,33,47,33,54,0.9,19.4,57,1018.4,1.8,70.3
8,36,60,32,69,0.9,20.5,54,1017.8,1.3,49.3
8,32,63,34,100,0.8,21.4,53,1016.8,1.4,83.7
7,28,63,39,122,0.8,22.1,52,1015.4,1.5,96.1
7,27,68,43,145,0.8,22.5,52,1014.2,1.8,68.6
7,31,68,45,151,0.8,22.9,52,1013.5,1.5,73.2
6,27,71,51,159,0.8,22.9,53,1013.4,1.5,118.8
6,56,68,45,125,0.9,22.5,55,1013.6,1,97.3
5,102,72,48,70,1,21.4,59,1013.9,0.7,67.9
5,126,77,57,33,1,20.6,62,1014.4,0.3,60
4,84,79,59,49,1,19.9,69,1015.2,0.6,87.5
4,81,99,66,28,1,19,74,1016,0.4,61
4,93,88,59,10,1.1,18.6,76,1016.8,0.5,55.7
4,78,78,59,17,1,18.1,77,1017.3,0.4,273.4
4,84,72,55,6,0.9,17.8,79,1017.6,0.4,57.4
4,83,77,71,3,1,17.6,81,1017.6,0.4,55.6
4,61,77,52,20,0.9,17.8,79,1017.4,0.5,318
4,42,68,57,34,0.8,17.8,79,1017.5,0.8,277.1
4,30,52,47,47,0.8,17.5,82,1017.8,0.8,266.2
4,29,47,39,42,0.9,17.2,83,1018.2,0.5,273.9
4,28,53,42,43,0.9,17.3,83,1018.8,0.4,288.1
4,39,45,44,25,0.8,17.2,83,1019.7,0.7,344.4
6,49,51,51,23,1,18,68,1020.5,2,6.1
6,28,66,46,48,1,18.3,63,1021.2,1.9,18.4
6,28,57,28,55,0.9,18.6,63,1021.6,2.2,23.5
7,25,55,46,70,0.9,19.8,59,1021.3,2.1,17.9
6,22,65,40,77,1,19.9,53,1020.6,2.6,348.8
6,21,68,46,81,1,20.1,52,1019.7,1.8,341
6,24,74,50,90,1.1,20.3,50,1018.8,2.2,321.2
6,24,67,45,94,1.1,20,50,1018.4,2.3,322
5,24,56,41,107,1.1,20.4,50,1018.3,2,350.5
4,26,70,40,89,1.2,19.5,52,1018.7,1.8,344.8
4,28,62,38,66,1.2,18.3,54,1019.4,1.8,355.2
4,31,48,33,54,1.2,17.5,55,1020,1.9,332.2
4,29,44,29,48,1.2,16.8,56,1020.8,1.8,358.8
4,29,43,29,42,1.1,16.2,57,1021.3,2,357.2
3,31,32,20,40,1,15.9,56,1021.6,1.9,357.3
3,29,28,19,47,0.9,15.7,55,1021.8,1.8,8.6
3,26,10,15,56,0.8,15.4,52,1021.9,1.6,3.9
3,23,22,15,61,0.7,15,51,1021.9,1.8,12.9
3,20,28,13,66,0.7,14.5,52,1021.6,1.4,20.2
3,18,22,15,68,0.7,14,52,1021.4,1.6,6.6
3,18,26,16,68,0.6,13.6,53,1021.4,1.7,5.5
3,23,31,18,61,0.6,13.2,54,1021.6,1.5,11.8
3,34,30,12,50,0.6,12.8,54,1021.8,1.2,34.2
4,36,29,15,49,0.7,12.9,53,1022.4,1.7,28.8
4,38,32,22,49,0.7,13.8,50,1023.1,1.8,23
5,29,36,17,64,0.7,14.7,46,1023.5,2,33.1
6,29,42,22,72,0.7,15.8,44,1023.4,1.8,43.8
7,27,52,21,89,0.7,17,42,1022.7,1.7,50.6
7,27,54,20,111,0.7,18,41,1021.7,1.4,98.2
6,25,56,27,133,0.7,18.8,37,1020.4,1.3,76.2
6,24,52,17,146,0.7,19.5,32,1019.3,1.5,57.2
5,21,43,27,160,0.7,19.5,30,1018.6,1.4,96
5,24,48,22,162,0.7,19.7,30,1018.3,1.2,83.1
5,30,49,28,161,0.7,19.5,32,1018.5,0.8,117.4
5,52,45,30,117,0.8,18.4,35,1018.7,0.4,78.7
4,76,46,31,66,0.9,17.1,42,1019.2,0.3,101.6
4,50,54,33,86,0.8,16.9,48,1019.7,1,53.7
4,30,47,34,98,0.7,16.5,53,1020,1.4,79.9
5,36,42,25,81,0.7,16,59,1020.4,1.4,79.2
6,46,51,22,62,0.7,15.7,61,1020.6,1.2,78.6
6,45,44,32,64,0.7,15.5,61,1020.5,1,69.4
5,38,56,34,70,0.7,15.2,64,1020.3,1.1,110.2
4,36,67,31,69,0.6,14.8,71,1020.2,1.1,87.7
4,40,74,27,63,0.6,14.4,72,1020,0.9,55
3,52,71,31,43,0.7,14.2,71,1019.9,0.8,48.1
4,83,75,34,8,0.7,13.8,73,1020.2,0.8,66.2
4,86,80,31,4,0.8,13.7,74,1020.9,0.7,64.1
4,82,82,42,4,0.9,13.7,76,1021.3,0.7,74
6,64,80,42,31,0.9,14.9,70,1021.8,1.3,58.5
7,55,87,50,59,0.8,16.1,61,1022.5,1.8,95.4
7,46,83,48,87,0.7,17.5,53,1022.5,1.8,86.6
8,36,81,42,110,0.7,19,47,1021.8,1.2,132.2
9,31,77,42,121,0.6,20,44,1020.8,1.2,52.9
7,28,68,38,135,0.6,20.6,44,1019.5,1.4,35.3
7,28,77,36,162,0.6,21.2,44,1018.5,1.3,60.8
7,30,81,43,187,0.7,22,43,1018.1,1.1,204.2
7,33,88,48,194,0.7,22,43,1017.8,1,184.9
5,38,83,54,176,0.7,21.1,47,1018.1,1,112.7
5,44,73,50,126,0.7,20.1,52,1018.6,1,110.5
4,55,69,48,82,0.8,18.7,57,1019,0.3,337
4,64,79,46,54,0.9,18.1,61,1019.5,0.6,17.4
6,63,83,54,50,0.9,17.9,64,1019.8,0.6,19.7
6,74,78,43,31,0.9,17.6,66,1020.2,0.5,65.5
5,79,87,44,20,0.9,17.2,70,1020.3,0.5,62.6
6,47,61,38,51,0.6,17.4,69,1020.4,0.8,27.4
6,37,61,34,52,0.6,17.5,69,1020.4,0.6,49.2
6,48,54,24,42,0.6,17.5,66,1020.1,0.7,69.8
6,59,61,25,32,0.6,17.4,62,1019.9,0.7,53
5,60,52,22,27,0.6,17.1,62,1019.9,0.6,63.4
5,72,61,27,13,0.7,17.1,65,1020.3,0.6,38.2
5,87,63,27,2,0.8,16.9,69,1020.7,1,59.4
6,78,88,37,12,0.8,16.8,65,1020.9,1.4,59.8
7,60,72,39,38,0.7,17.4,61,1021,1.8,68.7
7,53,73,43,59,0.6,18.9,51,1021.3,1.7,77.8
8,37,62,32,93,0.5,20.3,42,1021.4,1.9,107.6
8,31,56,27,122,0.5,21.5,36,1020.7,2.1,105.2
9,31,41,29,155,0.5,22.5,32,1019.6,1.6,128.3
8,30,60,29,181,0.5,23.2,30,1018.7,1.3,120.4
6,24,63,39,188,0.5,23.8,28,1017.8,1.6,88.6
6,20,50,28,156,0.5,24.3,29,1017.4,1.5,102.2
5,21,42,17,137,0.5,24.1,32,1017.2,1.4,95
4,24,40,14,123,0.4,23.4,35,1017.3,1.7,115.6
4,33,34,12,102,0.5,22.2,41,1017.4,0.9,94.5
6,30,38,17,92,0.5,21.3,46,1017.8,0.6,352.8
5,37,39,19,68,0.6,20.7,50,1018.3,1,75.5
5,40,42,27,58,0.6,20.1,55,1018.8,1,66.7
5,37,42,22,51,0.6,19.4,60,1019.2,0.8,14.3
5,39,43,21,43,0.6,18.8,64,1019.3,0.5,328.8
4,35,32,21,41,0.6,18.2,68,1019.3,0.5,17.3
4,63,43,22,10,0.7,17.9,71,1019.1,0.5,35.3
4,61,48,22,6,0.6,17.4,75,1018.7,0.3,237.8
4,58,42,19,5,0.8,17.2,79,1018.3,0.3,46.2
4,59,52,19,2,0.9,16.6,82,1017.8,0.3,44
4,54,40,20,2,0.9,16.5,84,1018,0.4,10.8
4,54,42,19,2,0.9,16.3,84,1018.4,0.2,328.8
4,53,38,20,4,1,16.5,84,1018.9,0.3,47.6
5,56,50,26,7,1.1,19,75,1019.4,0.6,68
8,63,80,47,52,0.7,21.4,63,1019.5,1.3,111.2
8,48,59,35,82,0.7,22.5,60,1018.6,1.6,92.9
7,19,51,24,144,0.5,25,50,1015.3,1.4,85.7
6,22,43,21,158,0.5,25.2,49,1014.8,1.4,53.1
5,19,44,21,160,0.5,25.4,46,1014.7,1.1,21.7
5,24,34,17,142,0.5,25.1,46,1014.8,0.8,100.7
4,60,32,19,83,0.7,23.5,51,1015.1,0.4,87.8
4,64,35,17,56,0.8,22,57,1015.5,0.3,340.3
4,58,40,21,38,0.7,21.3,62,1016.1,0.4,72.7
4,55,55,29,23,0.7,20.7,68,1016.6,0.5,359.9
4,63,71,25,8,0.8,20.2,74,1017.1,0.6,26
4,59,62,22,8,0.8,19.9,76,1017.2,0.5,358.2
4,59,53,24,4,0.8,19.3,78,1017.3,0.3,284.1
4,52,45,24,5,0.8,18.8,83,1017.3,0.3,0.3
3,38,38,21,14,0.6,18.4,83,1017.1,0.2,299.7
4,37,31,14,9,0.7,18.1,86,1017,0.3,73.2
4,50,44,15,2,1,17.9,87,1017,0.4,33.8
3,48,37,13,2,0.9,17.7,86,1017.3,0.2,42.6
4,46,42,23,2,1,17.7,87,1018,0.3,40.7
4,41,42,22,3,1,17.8,86,1018.6,0.1,349.4
5,49,55,18,4,1.2,20.6,77,1019.2,0.3,52.5
5,49,60,27,25,0.7,21.6,70,1019.7,0.8,9.3
7,46,62,33,48,0.7,23.3,63,1019.7,0.8,14.7
8,40,65,30,88,0.7,24,60,1019,1.3,6.3
8,37,62,38,133,0.7,24.9,53,1017.9,1.6,44.3
8,42,78,34,155,0.7,25.9,50,1016.6,1.3,36.7
7,28,64,39,166,0.6,26.4,46,1015.5,1.3,65.9
8,21,52,29,171,0.6,26.9,44,1015,1.2,38.2
8,22,47,26,190,0.5,26.6,43,1015.1,1.2,119.8
6,27,49,23,197,0.6,26.2,45,1015.4,0.9,118.1
5,44,56,30,164,0.8,24.7,52,1015.8,0.3,121.1
4,56,56,28,157,0.9,23.7,56,1016.5,1.3,119.1
4,31,69,47,133,0.6,22.6,60,1017.6,2.1,113.7
4,27,45,28,110,0.6,21,64,1018.2,2.4,120.8
4,18,51,29,112,0.6,20.1,63,1018.6,3,123.3
4,16,39,24,111,0.6,19.8,62,1019.1,1.9,114.9
4,17,37,26,99,0.6,19.2,66,1019.4,1.7,96.7
4,18,39,26,93,0.6,18.7,70,1019.4,1.4,111.2
3,16,49,28,97,0.6,18.3,72,1019.4,1.4,102.9
4,12,41,27,100,0.6,18.1,70,1019.3,1.2,96.7
4,11,38,23,99,0.6,18,69,1019.5,2,121.7
4,14,39,23,92,0.7,17.9,68,1019.9,2.2,123.8
3,16,46,22,83,0.7,17.7,70,1020.4,1,97.2
4,26,45,28,66,0.8,17.5,74,1021,0.8,76.7
4,20,37,26,80,0.7,18.6,63,1021.7,1.4,116.4
5,18,40,23,88,0.7,19.6,56,1022.2,1.3,94
5,21,48,26,93,0.7,20.1,56,1022,1.7,98.6
5,18,52,26,112,0.7,21,52,1021.3,1.8,107.7
5,17,41,24,127,0.7,21.7,49,1020.3,2,122.3
5,16,41,25,138,0.7,22.6,48,1019,1.4,120
6,18,54,22,149,0.7,23.1,47,1018,1.6,127.8
5,17,51,24,160,0.6,23.6,45,1017.6,1.6,142.8
5,18,51,26,169,0.7,24.1,45,1017.4,1,71.3
4,18,46,27,156,0.7,23.7,46,1017.6,1.2,247.2
4,32,46,21,138,0.8,22.2,49,1018,0.5,58.1
5,39,48,25,113,0.8,21.3,52,1018.5,0.6,41.3
5,42,53,33,89,0.8,20.7,55,1019.1,0.6,355.7
5,35,60,36,89,0.8,20.4,57,1019.6,1.3,239.6
4,28,50,35,94,0.7,19.8,57,1020,1.1,232.5
4,26,55,28,88,0.7,19.1,62,1019.8,1.5,229.3
4,24,49,26,82,0.6,18.1,68,1019.7,0.6,295.5
4,19,52,24,85,0.6,17.7,72,1019.7,0.5,324.9
4,19,56,23,79,0.6,17.2,74,1019.7,0.4,4.7
4,19,51,22,73,0.6,16.8,77,1019.4,0.3,307.7
4,34,50,20,48,0.6,16.7,79,1019.6,0.4,35.5
4,55,58,29,19,0.7,16.6,82,1020.1,0.7,55
4,62,54,25,10,0.7,16.3,82,1020.7,0.4,88.3
5,66,61,31,6,0.8,16.5,82,1021.4,0.3,60.5
5,63,52,26,16,0.8,18.6,73,1022.1,0.6,78.8
6,45,68,36,57,0.7,19.7,64,1022.7,1.1,128.6
6,36,74,40,86,0.7,20.8,58,1022.5,1.3,111.2
7,33,62,36,105,0.6,22.4,51,1021.7,1.1,106.1
7,36,74,30,125,0.7,23.1,49,1020.4,1.4,67.2
7,26,70,33,170,0.7,23.9,48,1019,1.5,62.7
6,24,66,45,185,0.7,24.4,46,1017.8,1.5,86.5
6,25,61,38,174,0.6,25,45,1017.2,1.5,98.9
6,27,67,34,177,0.6,24.9,45,1017.1,1.5,97.7
5,21,52,32,181,0.7,24.6,45,1017.1,1.4,110.3
5,29,57,29,160,0.7,23.5,48,1017.1,0.8,73.8
6,34,54,34,130,0.7,22.6,50,1017.5,1,91.9
6,31,63,33,106,0.6,21.7,50,1018,0.9,53
5,31,47,33,91,0.6,20.9,52,1018.3,0.7,339.7
5,28,36,21,88,0.6,20.3,56,1018.5,1.2,85.5
5,27,48,25,81,0.6,19.6,61,1018.4,1.4,86.6
5,31,34,23,68,0.6,19,67,1018,1,71.6
5,28,38,25,68,0.6,18.6,68,1017.9,0.9,47.1
5,20,42,20,76,0.5,18.5,68,1017.8,1.2,103.4
4,22,35,20,70,0.5,18,71,1017.8,0.8,96.3
4,21,40,14,66,0.5,17.5,75,1017.9,0.8,101.4
4,17,34,18,72,0.5,17.4,75,1018.1,0.7,88
4,35,36,15,47,0.5,16.9,78,1018.8,0.5,76.8
4,67,37,17,9,0.6,17,79,1019.5,0.4,40.4
5,54,39,19,27,0.7,19,70,1020.3,0.8,65.2
5,36,47,20,61,0.6,19.8,64,1020.6,1.5,64.4
6,32,53,24,79,0.6,20.8,59,1020.6,1.8,91.7
6,25,51,24,92,0.6,21.8,56,1020,1.4,71.2
6,15,31,18,119,0.5,22.9,51,1018.9,1.7,90.7
7,18,52,25,135,0.6,24.1,49,1017.7,1.2,129.4
7,18,58,29,156,0.6,25,46,1016.6,1.2,188.1
6,18,55,29,162,0.6,25.5,44,1015.9,1.2,159.2
6,16,48,32,161,0.6,25.4,43,1015.5,1,134
5,24,44,25,147,0.6,24.9,45,1015.2,1.2,125
5,28,40,27,123,0.6,23.4,51,1015.1,1.7,112.9
5,37,42,22,89,0.6,22.2,57,1015.7,1.1,106.8
4,32,52,32,84,0.7,21.3,60,1016.3,0.8,15.9
5,35,42,26,67,0.7,20.7,62,1016.6,0.3,261.5
5,53,44,27,37,0.9,19.8,66,1016.7,0.3,310.5
4,67,58,32,20,0.8,19.1,70,1016.6,0.3,267.9
5,41,52,37,36,0.7,18.8,70,1016.4,0.2,219.6
4,35,48,24,40,0.7,18.2,71,1016.1,0.4,315.9
4,34,42,27,37,0.7,17.9,71,1015.8,0.3,292.6
4,28,44,24,44,0.6,17.6,74,1015.7,0.2,238
4,22,35,22,49,0.6,17.3,76,1015.6,0.4,312.7
4,31,36,23,27,0.7,17.1,82,1016,0.2,66.5
4,50,42,21,4,0.9,16.6,85,1016.8,0.4,62.9
5,58,50,24,3,1,17.2,82,1017.3,0.4,50.7
6,58,55,35,14,1,19.6,71,1017.8,0.6,79.1
8,48,61,43,50,0.8,21.5,61,1018.2,0.9,88.9
19,38,58,34,78,0.7,22.9,52,1018.3,1,77.5
17,26,47,27,93,0.6,23.9,48,1017.7,1.4,26.2
11,22,48,20,115,0.6,25.2,44,1016.6,1.3,37.1
8,16,42,17,140,0.6,25.8,43,1015.2,1.3,38.9
7,13,38,26,150,0.6,26.7,39,1014,1,27.1
6,11,44,18,166,0.6,27,32,1013.2,1,74.6
6,13,42,21,174,0.6,27.4,30,1012.8,0.7,32.8
6,16,43,26,173,0.6,27.4,31,1012.6,0.4,309.9
5,26,39,28,154,0.7,24.9,38,1012.6,0.4,138.5
6,48,50,32,122,1,23.5,43,1013,0.5,272.9
5,68,69,49,79,1.3,22.9,46,1013.6,0.5,263.8
6,44,73,55,97,1,22.6,48,1014.2,1.4,254.2
5,33,57,45,80,0.8,22,53,1014.6,1.1,247.5
4,31,45,34,69,0.8,21.2,55,1014.7,0.9,234
5,25,49,30,70,0.7,20.7,56,1014.6,0.9,239
4,26,31,21,60,0.7,20,59,1014.7,0.4,154.2
4,27,35,22,51,0.6,19.4,65,1014.5,0.6,7.3
5,33,51,27,35,0.7,18.5,69,1014.4,0.4,296.6
5,33,43,34,29,0.7,17.9,73,1014.4,0.3,314.1
4,56,40,32,4,0.8,17.7,80,1014.8,0.6,60.8
5,59,47,28,3,0.8,17.4,81,1015.4,0.4,43.5
4,60,45,32,5,0.9,18,78,1015.8,0.6,36.5
6,60,37,32,14,1,20.3,71,1016.4,0.8,75.5
8,62,59,34,35,0.9,21.8,62,1017.3,1.3,84.9
13,48,63,43,90,0.8,23.3,53,1017.7,1.4,56.8
15,47,60,39,120,0.8,24.7,48,1017,1.3,90.4
13,35,61,43,143,0.7,25.8,39,1016.1,1.3,148
8,20,45,34,143,0.6,26.1,29,1014.9,1.7,83.8
7,15,30,21,170,0.5,26.5,26,1014,1.8,106.4
6,14,38,24,165,0.5,27,26,1013.5,1.6,125.6
5,11,24,19,144,0.5,26.9,22,1013.5,1.3,109
6,20,33,12,170,0.6,26.4,27,1013.7,1,97.1
5,31,36,20,154,0.7,25,32,1014.2,0.9,96.1
5,30,32,23,120,0.7,23.5,38,1014.8,0.8,105.8
5,24,41,27,113,0.7,22.9,42,1015.4,1,67.5
5,20,28,28,102,0.6,22.8,39,1015.7,0.8,33.4
5,30,35,21,77,0.7,22,44,1015.8,0.6,344.1
5,31,42,19,62,0.8,21.4,52,1016.2,0.5,290.1
5,24,49,32,68,0.7,20.7,54,1016.1,0.4,322
4,22,38,32,66,0.7,20.2,55,1016.2,0.6,347.8
5,24,42,27,53,0.8,19.6,61,1015.9,0.3,249.8
4,21,42,27,55,0.8,19.2,66,1015.6,0.4,291.4
5,20,45,34,52,0.8,18.8,68,1015.7,0.3,335.4
4,34,40,34,30,0.8,18.5,72,1015.7,0.2,5.5
4,42,54,27,23,0.8,18.3,75,1016.2,0.3,19.7
4,44,39,26,22,0.8,18.6,75,1016.7,0.3,14.4
8,42,63,37,75,0.7,23.7,49,1017.9,1.4,43.6
9,36,57,40,98,0.6,24.8,46,1017.1,1,65.6
8,27,62,35,116,0.6,25.1,47,1016.2,1.1,59.2
8,17,37,35,135,0.5,25.6,42,1015.4,0.9,81.3
8,16,34,27,174,0.5,26.1,39,1014.7,1.1,143.6
8,19,52,25,193,0.5,25.8,40,1014.6,0.9,112.9
6,26,51,37,167,0.6,24.9,46,1014.9,2.1,124.5
5,26,60,32,125,0.6,23.8,56,1015.5,1.7,113.7
5,20,52,37,112,0.6,23,60,1016,1.9,104.9
