WD1,WD,BS,SD,FS,FX,YuL,YL,BJGD,press,GR,QR,wmL,wm,WM,SO2,NO2,PM10,PM2.5,O3,CO
28.1371,305.326,0.0182971,72.0724,2.43097,19.9722,0,1,594.105,100.585,69.7487,13.5736,452.832,160.656,193.048,4.58977,59.8603,21.9337,17.1861,18.8689,0.271213
28.1371,305.326,0.0182971,72.0724,2.43097,19.9722,0,1,594.105,100.585,69.7487,13.5736,452.832,160.656,193.048,4.33806,57.6441,19.4331,15.438,32.4102,0.260693
28.8436,309.135,0.0166407,62.7411,3.95597,352.523,0,0.981033,665.112,100.595,173.49,33.9706,452.054,440.463,529.272,5.00656,54.8134,21.4882,17.5113,43.5019,0.253143
29.2955,312.426,0.0161768,59.2886,4.04819,356.921,0,0.690519,809.344,100.562,257.872,45.8484,431.103,633.691,761.46,6.0036,54.2855,20.6267,16.6943,48.3049,0.261974
30.3806,315.535,0.0160118,54.8449,4.19832,350.706,0,0.53886,1072.66,100.5,324.87,57.3726,430.932,791.621,951.232,5.45703,37.0954,17.0085,14.0815,89.165,0.253181
30.7934,316.433,0.016054,53.5968,4.03488,334.214,0,0.824737,1287.86,100.478,334.487,56.4993,438.39,762.233,915.919,5.07231,32.5871,19.6887,16.8656,111.825,0.251564
30.4742,310.67,0.0157024,53.4227,4.42332,343.014,0,0.883058,880.059,100.405,181.737,30.2437,447.66,325.124,390.678,5.4385,35.9277,19.3693,16.9184,110.848,0.254685
31.833,315.944,0.0159152,49.7783,3.29039,323.386,0,0.821363,1312.8,100.346,261.269,46.1953,452.374,574.917,690.836,5.023,41.2109,17.6171,15.521,99.8733,0.242137
31.6912,312.845,0.0161261,50.8555,4.22576,320.554,0,0.886358,1165.1,100.303,204.431,32.7819,454.362,349.536,420.012,5.50899,59.1698,18.9732,16.3436,80.4424,0.271012
31.3943,313.111,0.0165724,53.215,4.11859,339.194,0,0.683511,1177.32,100.287,217.992,39.2751,448.082,475.465,571.331,3.2105,84.3053,17.7462,15.1098,35.4695,0.297393
30.5177,307.735,0.0167902,56.9251,5.50567,337.268,0.355229,0.813296,835.63,100.328,114.023,15.7535,461.786,58.575,70.3852,1.88028,86.4447,11.5199,9.54951,14.9649,0.280411
28.4682,305.346,0.0171175,65.9388,4.83669,345.972,0.190383,0.810683,492.004,100.418,95.2206,13.6314,446.397,76.562,91.999,2.54655,89.2035,16.6481,13.5977,7.42273,0.29513
27.1573,303.744,0.0173548,72.6089,1.92943,352.708,2.06214,0.893814,489.434,100.511,52.1782,6.14,449.108,0.452928,0.54425,3.22887,88.8721,16.4095,12.736,8.01086,0.285392
26.5012,302.339,0.0174767,76.1844,3.49361,355.951,1.11205,0.857712,393.164,100.515,53.8213,5.80412,438.693,0,0,3.9304,99.664,16.583,12.1013,0.310353,0.33906
26.8653,302.166,0.0169942,72.4401,3.49605,346.471,0.113694,0.756095,588.269,100.552,42.08,6.6997,445.274,0,0,3.81508,100.376,23.0196,17.4684,0.173407,0.332903
26.1404,301.388,0.0172,76.719,2.82494,333.452,0.0502365,0.857758,392.443,100.548,35.6853,4.45935,433.029,0,0,1.95722,80.5865,18.3227,13.5739,8.71218,0.25896
26.1084,301.082,0.017205,76.8738,3.10474,339.32,0.0730874,0.877622,482.336,100.52,32.3988,4.64514,436.429,0,0,0.992564,61.7388,14.6217,10.6881,21.9554,0.222723
26.0178,300.886,0.0164568,73.9102,2.37418,1.42514,0.00618076,0.752664,375.152,100.469,25.5987,4.41915,434.387,0,0,1.81293,83.9087,13.9363,10.1544,4.60371,0.225824
26.2907,300.911,0.0162327,71.6445,2.32717,19.5935,0.0526237,0.935699,477.005,100.439,21.1774,4.75894,440.28,0,0,2.53452,86.534,14.0803,10.378,0.208448,0.23863
26.24,300.634,0.016473,72.912,2.50819,17.7275,0,0.816892,447.626,100.406,18.3431,3.74907,429.798,0,0,1.95513,81.9655,15.0604,11.1723,0.214997,0.241279
26.1626,300.65,0.0172784,76.8287,2.59602,2.34985,0,0.851039,485.332,100.381,20.3317,3.48767,443.739,0,0,1.88462,78.2725,17.0657,12.2613,0.0573905,0.258208
26.0191,300.304,0.0161928,72.679,3.14694,11.9656,0,0.930845,436.274,100.416,19.3577,4.13963,440.205,0,0,2.03734,73.0193,22.0171,15.8778,0.55526,0.289048
25.873,300.073,0.0156508,70.9265,3.29773,3.36685,0,0.859887,398.049,100.461,18.3942,4.19819,440.238,0,0,2.49542,68.6411,25.946,18.5031,4.83689,0.312409
25.4056,299.787,0.0156028,72.885,1.96164,349.173,0.422602,0.994726,495.328,100.551,15.6265,5.28088,439.139,2.72276,3.27174,2.01017,64.9379,22.9445,16.8588,11.9827,0.293937
24.718,299.306,0.0158646,77.4029,3.12828,354.679,1.03981,0.869231,365.688,100.566,25.0868,5.6798,434.784,16.6967,20.0632,4.2857,79.2248,26.7952,21.4846,7.9571,0.374125
24.9626,301.12,0.015681,75.3464,3.38266,6.14743,0.0324385,0.862565,404.519,100.581,59.9785,12.6152,433.693,127.579,153.303,7.5147,79.3947,25.6709,21.9813,12.4415,0.392756
24.9626,301.12,0.015681,75.3464,3.38266,6.14743,0.0324385,0.862565,404.519,100.581,59.9785,12.6152,433.693,127.579,153.303,7.20087,76.2871,25.2993,21.989,21.5632,0.381292
25.3911,301.631,0.0150532,70.4111,3.37114,33.2665,0,0.809371,440.885,100.592,61.673,14.1107,431.504,141.565,170.109,6.29319,70.6988,26.8368,23.546,32.7253,0.33794
26.4528,307.113,0.0152364,66.6521,2.90575,48.4826,0,0.811741,567.046,100.562,158.514,33.3294,434.203,467.016,561.178,6.31476,68.7471,23.1979,20.0203,40.8669,0.293759
27.2983,310.25,0.0154611,64.1148,2.09237,57.546,0,0.809688,745.548,100.505,193.528,41.1862,437.57,617.524,742.034,6.0849,74.2871,29.0589,24.7918,36.2326,0.278907
28.6465,315.545,0.0154315,58.801,2.35916,34.9678,0,0.765237,952.286,100.436,305.172,56.4926,436.276,838.72,1007.83,4.76667,72.554,32.1702,27.7182,37.1954,0.254337
29.6501,317.706,0.0154277,55.2007,2.28625,3.86176,0,0.746612,1136.8,100.361,334.995,59.4915,428.348,869.404,1044.7,4.8169,76.2285,23.5339,20.2462,37.7573,0.269143
29.9022,312.2,0.0154293,54.3215,0.993973,351.454,0,0.794108,1099.01,100.305,153.32,28.3847,452.01,357.003,428.984,5.10155,82.0735,20.2579,17.4698,36.0554,0.325535
30.2964,311.681,0.0154795,53.1527,2.54645,337.8,0,0.943786,985.167,100.239,167.309,24.97,453.567,267.344,321.248,3.32414,104.234,19.6446,16.3675,19.6068,0.413353
30.3836,309.006,0.0155371,53.048,0.55082,64.4254,0,0.792948,838.576,100.209,74.4288,12.4389,455.587,103.935,124.892,4.6988,86.8401,19.1642,16.1197,37.718,0.338884
30.9922,311.533,0.0158586,52.1606,1.7731,151.346,0,0.680045,1060.8,100.221,129.499,28.0972,435.539,354.405,425.863,3.34044,69.306,17.662,14.1057,47.0835,0.304238
30.4797,308.272,0.016634,56.491,4.39278,155.356,0.498493,0.674855,806.972,100.266,113.098,23.5005,437.594,173.038,207.928,1.36897,46.7338,14.7165,11.5627,53.3479,0.257021
29.958,305.623,0.0175733,61.6594,3.25362,177.841,0.656145,0.790225,784.098,100.308,47.4647,9.59711,455.255,11.7013,14.0606,1.21906,40.9467,14.4381,11.0381,54.4788,0.233851
29.736,304.304,0.0183225,65.1937,3.58456,200.619,0,0.740431,779.8,100.335,26.8974,5.78927,434.877,0,0,2.20087,41.0053,14.4139,10.9246,48.4203,0.211793
29.0005,303.383,0.0204648,76.2882,3.85032,192.361,0,1,578.68,100.438,24.2856,0.911905,446.36,0,0,3.24681,22.7149,9.816,5.92131,2.29471,0.141462
28.8873,303.004,0.0207435,77.8416,3.66971,196.725,0,0.691641,544.834,100.401,18.0485,0.685519,435.669,0,0,1.73726,21.0335,10.6944,6.23075,4.33238,0.131698
28.929,302.98,0.0207964,77.8372,3.06476,196.219,0,0.558649,476.118,100.399,14.6177,0.62148,436.357,0,0,1.73765,21.1902,12.2772,6.79731,4.95758,0.130667
28.9535,303.251,0.0210574,78.6997,2.15893,180.259,0.483254,0.853712,433.888,100.405,15.0727,3.20655,461.49,0,0,2.02559,25.2975,13.3389,7.3344,2.05339,0.149725
28.7574,302.965,0.0212305,80.3736,1.63464,247.297,0,0.960846,467.063,100.473,12.2809,2.5071,460.804,0,0,2.38355,28.0434,14.9511,8.30834,1.07288,0.150584
28.1201,302.129,0.019987,78.7151,3.16869,316.882,0.0763879,0.54562,156.267,100.466,14.2587,2.89331,438.532,0,0,1.54961,32.2675,9.95953,6.32623,1.31444,0.162702
27.1243,301.342,0.0194605,81.574,3.65105,9.86194,0.490899,0.794414,223.142,100.496,20.1135,3.62953,433.063,10.0125,12.0312,0.746379,37.7312,12.9689,8.74062,3.43117,0.18714
27.4749,303.356,0.0188594,77.3361,2.94811,9.14981,1.09284,0.487278,375.398,100.487,48.9624,12.1084,446.043,129.848,156.029,1.79425,46.4999,16.8789,11.6943,5.59536,0.248472
28.1251,306.914,0.0188607,74.2816,2.6521,355.239,0,0.685761,484.169,100.499,107.385,23.7649,430.98,335.925,403.657,2.97979,51.3299,19.9763,15.1301,6.77645,0.27003
28.1251,306.914,0.0188607,74.2816,2.6521,355.239,0,0.685761,484.169,100.499,107.385,23.7649,430.98,335.925,403.657,5.18617,57.1639,19.1269,15.1342,10.5934,0.274294
28.4114,305.399,0.0177641,68.7907,4.35567,341.387,0.440745,0.82298,587.638,100.585,91.7367,17.9313,455.274,149.108,179.173,5.98895,56.4592,15.1597,11.8589,19.5671,0.272437
28.9387,310.992,0.0166754,62.458,5.05294,339.035,0.106899,0.72895,696.623,100.526,255.712,46.8414,446.64,603.902,725.665,6.12726,56.0464,16.1949,13.1396,26.9825,0.266036
28.8241,312.06,0.0159302,60.0777,5.51046,339.44,0,0.892532,664.128,100.503,309.317,47.4669,431.142,652.212,783.715,5.20528,52.8982,17.98,15.3298,37.2116,0.26218
28.4804,314.017,0.0160705,61.8711,4.86163,350.587,0,0.649102,566.681,100.437,361.935,57.8858,432.03,849.5,1020.78,5.28348,53.9378,19.9866,17.6659,54.0316,0.268915
30.2798,316.548,0.015922,54.8065,4.39618,345.489,0,0.463456,925.002,100.377,366.785,60.6864,433.312,850.186,1021.61,2.4578,41.9489,14.3316,12.7331,69.0718,0.234037
31.178,313.647,0.0156613,50.9853,4.34536,328.862,0,0.774768,1240.1,100.33,247.316,38.922,458.546,447.368,537.569,2.05719,39.1742,11.8055,10.7225,71.8817,0.232087
28.8723,307.996,0.0168665,63.2864,6.77265,347.179,0.835538,0.843814,503.301,100.301,199.926,24.6558,453.83,177.398,213.166,2.45733,49.336,17.6733,16.0031,79.9501,0.256436
30.6896,312.68,0.0162544,54.5168,3.88668,329.719,0.754346,0.969933,1094.64,100.308,219.763,42.4311,440.184,482.231,579.461,2.77275,79.8579,23.5874,20.8689,44.2879,0.276043
30.3605,308.021,0.0161367,55.2577,3.90019,354.626,0.948036,0.92366,1043.12,100.355,102.515,18.4431,459.015,73.942,88.8507,3.91129,99.6575,29.7804,25.8638,28.3524,0.30621
29.0266,305.005,0.0161033,59.8994,5.96243,345.164,1.61254,0.799598,767.759,100.384,82.2101,15.2533,451.516,28.9866,34.831,3.65087,103.748,32.3613,26.9855,19.002,0.322859
27.3799,303.079,0.0159685,65.8448,4.964,359.257,0.0986215,0.717923,568.4,100.449,64.4889,9.49446,436.315,11.4851,13.8008,4.18554,98.6022,34.6041,28.9163,16.1633,0.327757
26.41,301.727,0.0159024,69.7041,4.87716,358.397,0.00102231,0.795784,494.826,100.495,53.5888,6.48911,432.515,0,0,2.75207,80.1313,26.1147,21.7607,15.8018,0.324092
26.1739,301.451,0.0158387,70.5141,3.42624,350.451,0.155044,0.819645,564.352,100.569,41.0846,6.20778,439.658,0,0,1.79424,66.2196,18.7784,15.4468,20.0417,0.304743
25.6202,300.584,0.0159792,73.6175,4.37473,359.118,0.884275,0.819364,388.132,100.518,40.9446,6.78983,433.781,0,0,1.63972,64.2939,17.9053,14.6329,23.2329,0.265472
25.8852,300.518,0.015385,69.6905,3.49289,2.01813,0.0138222,0.78358,444.063,100.491,27.9731,6.07279,428.987,0,0,1.23605,63.7221,17.9743,14.7219,22.4144,0.244618
25.9594,300.501,0.0146346,65.9576,3.08793,10.281,0.099349,0.898914,417.789,100.454,23.943,6.69119,434.98,0,0,1.15102,64.7185,15.938,12.6597,20.3393,0.234439
25.7138,300.34,0.0151071,69.13,2.70803,2.68796,0.00106925,0.972943,400.803,100.432,23.4013,5.35084,437.941,0,0,1.36529,60.0526,14.795,11.6706,21.7629,0.233199
25.7361,300.189,0.0150019,68.5373,2.62972,3.9234,7.81E-05,0.809888,503.933,100.411,19.9811,4.84364,438.03,0,0,1.55275,55.4456,18.2097,14.7109,23.0504,0.236503
25.4374,299.797,0.0149128,69.4133,3.42472,356.354,0,0.916461,421.579,100.398,22.0725,4.84337,436.892,0,0,1.45519,53.2898,21.1321,16.8627,22.5707,0.233994
25.2419,299.647,0.0145529,68.5986,2.30827,1.76929,0.0551097,0.92242,420.039,100.428,17.616,4.1385,435.71,0,0,1.91189,63.8489,20.8447,15.8466,13.0945,0.255258
24.9985,299.358,0.014456,69.221,2.36515,359.527,0.000703752,0.983113,363.238,100.465,17.1651,3.71059,434.935,0,0,1.90609,65.068,27.274,20.2275,14.3489,0.272094
25.0695,299.278,0.01397,66.615,3.21536,5.22174,0.00658894,0.852371,381.681,100.494,18.2635,5.28644,434.726,8.55668,10.2819,2.29518,66.8129,29.4756,20.9618,14.7866,0.292808
25.1809,299.617,0.0137923,65.3347,2.82853,9.77234,0,0.845415,454.83,100.534,20.699,5.96131,434.849,20.4604,24.5857,3.08599,73.6558,33.5733,24.9174,12.271,0.329366
25.5118,301.47,0.0136794,63.4903,2.40452,10.6644,0,0.972482,562.265,100.575,45.6362,12.2216,435.874,118.793,142.745,3.68666,76.4419,35.8603,28.5704,13.8932,0.337856
25.5118,301.47,0.0136794,63.4903,2.40452,10.6644,0,0.972482,562.265,100.575,45.6362,12.2216,435.874,118.793,142.745,4.41365,78.1543,35.3445,29.092,15.5213,0.337062
26.0612,303.874,0.0137738,61.7692,2.09146,37.5641,0,0.779056,635.461,100.59,78.0562,18.8957,437.159,238.907,287.077,5.07526,81.8425,30.2635,26.0396,18.7065,0.334108
26.8514,306.439,0.0139174,59.3874,1.9377,26.6667,0,0.74798,749.204,100.57,112.525,25.841,440.144,349.9,420.449,6.10371,85.2696,28.8137,25.532,23.4826,0.347184
27.5466,305.688,0.0140835,57.5126,1.29797,39.401,0,0.791365,857.393,100.518,72.9919,15.044,443.366,165.342,198.679,8.16562,86.3156,31.5562,27.9948,31.5185,0.37684
28.2653,311.559,0.0144001,56.1961,1.46945,97.1683,0,0.885314,1012.23,100.455,185.887,41.3885,445.37,600.927,722.09,10.0301,88.3798,37.8134,32.9453,35.4842,0.397546
29.0069,312.827,0.0146103,54.4106,2.16635,142.198,0,0.852931,1020,100.382,217.93,40.417,446.634,553.615,665.239,7.67077,89.6286,48.2971,41.9833,44.1949,0.369363
29.6892,316.303,0.0148876,53.1199,2.87001,149.793,0,0.878409,1012.94,100.325,316.348,55.9418,431.045,803.415,965.405,5.74906,91.0549,37.578,32.6666,50.7205,0.344362
30.4589,316.754,0.0150894,51.3076,2.20099,139.519,0,0.595848,1132.35,100.26,282.96,50.0958,426.121,709.197,852.19,4.25298,75.7197,36.5397,31.7592,76.8152,0.315034
31.2901,315.06,0.0150339,48.5512,1.67816,142.004,0,0.834644,1428.88,100.221,203.885,37.5734,457.157,471.658,566.757,4.59556,84.5234,28.6508,24.296,72.202,0.324327
31.7749,311.269,0.0145543,45.6249,1.63729,69.2157,0,0.465777,1674.89,100.222,106.178,19.6306,461.524,177.266,213.008,7.85237,108.908,54.1985,46.7246,28.8032,0.381204
31.733,309.042,0.014509,45.6157,2.4237,122.175,0,0.747441,1353.06,100.255,72.4344,13.9665,461.08,89.3911,107.415,8.50222,138.137,39.6844,32.2887,0.000488373,0.586178
31.7236,307.465,0.0142588,44.8713,1.63917,154.097,0,0.791533,985.846,100.29,34.3325,5.06737,459.653,12.0674,14.5005,9.13733,100.829,33.5568,28.0104,28.7735,0.448115
30.2202,305.347,0.0170825,58.9963,4.02059,151.431,0,0.955785,354.485,100.342,41.5354,1.7421,455.822,0,0,5.60634,59.5488,29.5852,24.323,65.254,0.330236
29.9694,304.732,0.0175168,61.4524,3.81873,157.093,0,0.825029,396.217,100.362,32.1271,1.58796,455.567,0,0,4.74337,53.4745,30.8515,25.2058,63.1143,0.31596
29.151,303.832,0.0182471,67.3418,3.57639,190.265,0.279935,0.733395,495.259,100.369,29.13,4.80607,455.725,0,0,4.33122,39.0448,22.1416,18.0821,60.0808,0.241196
28.8291,302.991,0.018586,69.9515,3.90104,209.749,0.000007689,0.658328,502.4,100.337,19.8778,3.11632,429.683,0,0,1.80981,27.2806,16.3528,13.4611,59.3863,0.20463
28.3046,302.371,0.0191362,74.3925,3.75571,227.382,0,0.715316,376.1,100.32,17.3612,2.1745,428.075,0,0,1.62652,28.1108,17.6158,14.455,57.4256,0.198386
28.0207,301.933,0.0191317,75.6887,3.85263,242.149,0,0.771345,288.307,100.306,14.569,1.8778,426.814,0,0,1.79462,34.2004,19.2579,15.5223,47.8346,0.201916
27.5317,301.481,0.0193044,78.7211,4.0744,249.487,0,0.716753,222.979,100.291,16.0102,1.43578,423.813,0,0,2.21839,39.1763,21.6391,16.675,37.9581,0.216415
27.145,301.032,0.0191096,79.8204,3.76323,251.924,0.0129786,0.799231,164.363,100.279,13.8056,1.20554,421.733,0,0,3.64367,52.3824,28.262,20.076,17.0349,0.254083
26.8779,300.644,0.0188732,80.1811,3.41823,254.485,0,0.614199,154.689,100.305,10.5839,1.00997,420.084,0,0,8.57104,61.4708,39.2517,27.239,8.7448,0.381421
26.6846,300.354,0.0184086,79.1892,2.9309,258.787,0,0.637186,148.316,100.342,7.8024,0.928895,418.767,0,0,17.0281,76.2254,59.6639,41.7535,13.808,0.762118
26.7612,300.4,0.0175231,75.0429,2.9092,266.114,0,0.769459,138.346,100.372,7.2884,2.50884,417.904,15.5284,18.6593,13.3197,78.3383,67.1768,49.4093,30.8947,0.641239
27.5648,303.283,0.015883,64.7034,2.68499,281.502,0.000373363,0.550264,326.17,100.392,43.1359,13.6819,417.665,171.962,206.635,7.80418,63.2582,53.5445,42.8325,60.2586,0.388673
29.0138,307.402,0.0135371,50.4094,2.07638,299.46,0.000123978,0.52216,492.357,100.415,88.1433,26.0002,421.901,338.3,406.51,6.64024,54.743,45.5394,37.3311,78.4872,0.32488
29.0138,307.402,0.0135371,50.4094,2.07638,299.46,0.000123978,0.52216,492.357,100.415,88.1433,26.0002,421.901,338.3,406.51,6.36352,45.3522,42.6355,35.3547,101.062,0.302329
30.3445,312.365,0.0126193,43.2831,1.78758,322.932,0,0.664759,751.076,100.417,161.406,40.9631,419.042,558.098,670.625,5.95514,23.3278,40.3376,35.3543,167.951,0.281926
31.2269,315.622,0.0133967,43.5043,2.29405,319.639,0,0.26805,1326.37,100.38,236.377,51.5571,422.057,708.342,851.163,6.25346,17.5779,42.0229,37.2072,210.97,0.283272
32.0027,318.72,0.0134756,41.7049,1.69966,311.453,0,0.26234,1673.89,100.33,279.641,58.6094,425.101,815.839,980.334,6.50453,19.9443,47.2314,42.1053,225.865,0.300732
32.9515,320.765,0.0130782,38.166,1.92969,314.279,0,0.265876,1954.73,100.263,317.909,64.0993,427.732,872.627,1048.57,5.32751,25.4337,52.9295,47.6073,214.309,0.310093
33.7703,322.095,0.0127942,35.4928,1.75469,313.833,0,0.34,2184.14,100.194,326.723,65.3639,430.014,876.028,1052.66,3.89612,34.4582,52.0784,46.4313,217.524,0.347037
34.5348,322.449,0.0124313,32.8979,1.72226,301.118,0,0.20672,2299.27,100.133,314.54,62.9453,433.065,820.248,985.631,2.95041,44.7432,30.3792,26.5487,170.123,0.348126
34.7428,317.057,0.0124149,32.4262,0.291809,211.864,0,0.997828,2081.49,100.087,151.796,28.8905,469.64,274.819,330.23,4.72159,36.6143,22.8677,20.0787,143.526,0.289845
34.8257,315.404,0.0124053,32.2389,0.386703,274.278,0,1,2152.4,100.089,114.917,25.721,470.309,235.261,282.696,4.32715,40.9885,19.9466,17.0584,89.7359,0.264833
33.6414,313.534,0.0160404,44.814,4.39823,139.516,0.20011,0.702287,1325.85,100.119,171.002,33.6856,467.917,303.803,365.058,5.85199,49.677,22.625,19.2313,58.4629,0.279219
32.2094,310.084,0.017274,52.7113,5.7689,175.935,0.833372,0.41199,869.558,100.192,137.702,25.9077,439.612,181.721,218.361,7.34427,51.8984,25.7496,22.0435,52.7657,0.295673
31.1523,306.875,0.0180802,58.9164,5.6619,189.807,0,0.399758,830.551,100.271,71.0043,10.2194,434.241,17.8984,21.5072,5.91968,45.5147,26.0198,22.2458,60.0126,0.287521
30.7472,305.707,0.017579,58.7767,4.87706,194.815,0,0.650238,760.542,100.35,43.676,6.27042,433.172,0,0,5.65004,36.7481,24.5975,20.9115,69.3874,0.262036
25.3958,299.638,0.0149638,69.8588,4.53443,358.82,0,0.845297,307.473,100.434,24.4365,3.19259,429.136,0,0,2.48318,64.1838,12.0995,10.2344,28.4966,0.286406
25.2663,299.221,0.014947,70.3399,3.96494,7.32388,0.000205576,0.758787,314.492,100.417,15.9188,2.11086,412.783,0,0,1.49953,56.4631,11.5645,9.33976,30.5881,0.257282
25.1861,299.198,0.0148042,70.0092,3.68145,6.47174,0,0.791558,342.707,100.401,16.152,1.946,424.996,0,0,1.52734,60.3855,13.7061,10.5849,23.7908,0.254765
24.973,298.775,0.0146054,69.9963,3.50461,2.99872,0,0.799243,381.397,100.392,11.5525,1.40282,412.851,0,0,1.79201,60.0828,16.0787,12.1547,21.2723,0.262247
24.7416,298.699,0.0143106,69.5949,3.79426,359.211,0,0.802851,360.245,100.395,15.4195,1.4863,432.471,0,0,1.82884,58.8431,15.7934,12.5036,22.2776,0.264581
24.5944,298.543,0.0139139,68.3253,3.66555,0.284485,0,0.690753,323.294,100.435,14.8535,1.52014,431.252,0,0,2.04388,65.8786,20.1956,16.2266,15.5951,0.284335
24.5538,298.485,0.0137068,67.5105,3.14063,1.94501,0,0.71311,323.843,100.477,12.9058,2.54123,430.224,4.73134,5.68531,2.50247,70.8903,26.3317,20.1944,12.5621,0.320673
24.7477,299.584,0.0135964,66.1786,2.81685,359.593,0,0.780063,354.499,100.517,27.8863,8.42052,429.095,67.1905,80.7379,3.32055,67.2128,33.0282,24.1552,18.6322,0.347456
25.437,304.207,0.0135356,63.0959,2.91426,1.18539,0,0.801359,483.281,100.538,112.807,25.3486,425.797,338.794,407.104,3.37742,62.3885,33.0176,25.8028,26.5693,0.338445
25.437,304.207,0.0135356,63.0959,2.91426,1.18539,0,0.801359,483.281,100.538,112.807,25.3486,425.797,338.794,407.104,3.65235,67.115,35.6496,28.3478,31.0326,0.337445
26.1986,308.046,0.013409,59.5941,2.64188,3.06854,0,0.803768,611.51,100.552,181.526,37.9669,421.542,545.272,655.214,4.09265,65.4965,34.171,28.0376,45.3226,0.327381
27.3979,311.734,0.0134711,55.5342,2.20354,1.55896,0,0.888145,801.777,100.535,232.028,46.278,437.484,651.791,783.209,4.60449,58.4409,34.2642,29.4177,57.1619,0.306839
28.571,315.565,0.0134954,51.6954,1.83754,355.192,0,0.892358,1014.96,100.493,289.623,56.182,416.011,814.645,978.899,5.82025,53.6086,35.113,30.855,63.0153,0.293999
29.6813,313.896,0.01338,47.8146,1.65276,340.61,0,0.841793,1229.38,100.426,214.158,42.2183,448.238,537.427,645.787,6.65647,50.2029,33.426,29.5881,83.2871,0.297034
30.6454,317.828,0.0135114,45.4627,1.56408,327.871,0,0.886234,1336.42,100.355,286.681,55.396,454.333,726.901,873.463,6.05177,27.8407,34.0852,30.7578,169.108,0.298467
31.4738,313.542,0.0136512,43.6183,0.802503,292.104,0,0.855495,1577.62,100.28,148.119,27.7068,457.773,291.055,349.739,6.489,22.2559,39.8708,36.3149,200.791,0.296987
31.8414,313.516,0.0138567,43.265,1.87738,238.278,0,0.806109,1593.44,100.23,159.213,35.4952,459.168,399.38,479.906,6.54861,24.8089,33.7696,30.5845,174.947,0.288393
32.4269,312.408,0.0138949,41.8392,2.37297,269.555,0,0.845417,1663.68,100.191,130.651,26.8037,462.078,247.364,297.239,7.86341,30.1776,34.7955,31.441,173.185,0.323932
32.6143,311.502,0.0138012,41.0856,2.13865,264.925,0,0.820696,1662.6,100.196,101.583,23.6141,462.874,206.135,247.698,3.55669,34.5426,37.3492,33.8808,158.303,0.32231
32.5643,308.747,0.0141512,42.269,1.53442,236.237,0,0.962079,1658.52,100.224,41.1501,8.89287,465.34,33.3002,40.0144,1.43839,40.2605,30.0517,26.9737,123.689,0.311327
31.3539,306.815,0.0155403,50.0243,1.80802,253.443,0.432048,0.735142,989.591,100.286,31.3675,8.98116,463.464,4.39324,5.27903,3.37457,64.0135,25.6026,21.9119,84.1645,0.335859
29.0735,304.215,0.0168412,62.4397,5.23077,163.71,0.884462,0.592796,173.1,100.35,51.073,11.6467,459.916,0,0,7.46415,71.5749,28.3698,23.3803,69.1862,0.344762
28.6472,303.172,0.0180576,68.7593,4.03327,200.881,0.0245334,0.886807,229.915,100.373,28.3095,5.61864,428.819,0,0,6.85862,69.309,30.706,24.7791,64.727,0.359705
27.623,302.221,0.018381,74.5918,3.35844,157.977,7.15E-07,0.604515,142.908,100.37,26.2528,3.57172,425.732,0,0,4.24302,46.5369,26.616,21.1713,60.8932,0.261239
28.4893,302.529,0.0185271,71.218,2.58894,223.692,0,0.494197,640.772,100.34,12.8482,3.03428,427.91,0,0,3.48831,31.8784,27.6896,22.9285,70.369,0.229607
28.0717,301.992,0.0183022,72.1939,3.34177,238.155,0,0.562695,499.114,100.328,13.223,3.2177,425.273,0,0,1.57203,23.2723,26.7542,22.7376,75.581,0.214503
27.5579,301.415,0.0181156,73.7652,3.88001,246.666,0,0.638266,312.513,100.307,13.5547,3.13165,422.933,0,0,1.50892,26.2613,26.1686,22.1405,69.981,0.217466
27.0519,300.906,0.0182696,76.7616,4.01592,249.274,0,0.663759,190.753,100.286,13.8745,2.59585,422.469,0,0,1.66428,33.2438,29.4128,24.5263,60.9993,0.226462
26.7401,300.488,0.0183148,78.4543,3.60728,247.165,0,0.604984,170.655,100.27,10.7086,1.83598,417.384,0,0,1.76718,39.2778,30.029,24.4426,52.6577,0.232035
26.5081,300.17,0.0183629,79.8304,3.27612,247.532,0,0.672207,147.326,100.294,8.41966,1.38163,415.747,0,0,2.10342,49.8522,33.65,25.889,38.7502,0.245584
26.2475,299.814,0.0183909,81.2908,3.04228,253.786,0,0.734612,106.986,100.32,6.36779,0.953773,412.258,0,0,4.41472,57.7502,34.6485,25.4323,25.1285,0.288106
26.3284,300.267,0.0183145,80.5653,2.77271,260.419,0,0.873611,128.084,100.347,11.795,2.85305,440.286,11.1704,13.4226,10.1713,58.1268,36.5456,26.5433,22.0762,0.429177
27.0491,302.939,0.0179522,75.5062,2.8641,276.813,0,0.870709,320.481,100.369,48.2254,13.3032,422.779,185.469,222.864,13.9436,62.9031,46.5877,35.5566,35.7841,0.58603
28.452,304.827,0.0147905,57.0155,2.0728,297.123,0.00440454,0.806955,470.862,100.39,49.2368,17.2484,445.975,181.325,217.885,12.159,58.3424,50.9618,40.6025,71.3754,0.568061
28.452,304.827,0.0147905,57.0155,2.0728,297.123,0.00440454,0.806955,470.862,100.39,49.2368,17.2484,445.975,181.325,217.885,9.5056,41.6763,49.6239,40.8364,120.532,0.447132
