SO2,NO2,PM10,PM2.5,O3,CO,temp,humi,press,w_speed,w_dir,aqi
7,13,61,37,149,0.7,22.3,45,1020.9,1.3,3.4,69.54824
7,14,69,43,163,0.7,22.7,43,1019.7,1.4,9.8,76.93027
7,13,63,39,171,0.7,22.8,41,1018.8,1.1,15,81.130005
6,14,54,38,177,0.7,23.1,41,1018.4,1.1,349.2,85.032455
6,17,67,42,168,0.7,23,42,1018.4,1,293.3,79.229744
6,21,68,46,153,0.7,21.8,44,1018.5,0.7,253.5,71.71526
5,39,60,47,106,0.9,20.8,48,1019,0.5,252.2,59.267178
5,35,65,43,104,0.8,20.4,50,1019.6,0.5,245.9,56.857403
5,41,62,47,79,0.9,19.6,54,1019.7,0.6,251.9,59.351078
5,29,66,50,85,0.8,19.3,58,1019.6,0.9,246.6,62.383434
5,27,55,35,78,0.7,18.6,63,1019.7,0.5,252.2,50.79627
5,21,50,34,81,0.7,18,68,1019.4,0.4,270.7,48.960392
4,17,52,30,89,0.6,17.7,68,1019.2,0.6,246.1,48.94372
5,17,44,32,87,0.6,17.3,69,1018.9,0.5,15.4,46.97376
5,18,43,26,81,0.6,16.9,71,1018.4,0.5,322,44.793556
7,25,45,32,64,0.6,16.6,75,1018.1,0.4,60.3,46.75338
6,24,48,30,66,0.7,16.1,77,1017.9,0.5,331.8,46.87801
6,26,42,26,53,0.7,16,78,1018.4,0.2,316.7,43.716324
6,33,46,35,46,0.7,16.4,79,1019.1,0.2,340.9,48.954815
8,34,40,36,58,0.9,19,68,1019.7,0.4,139.6,49.56276
12,34,58,44,82,0.8,20.4,61,1020.1,0.8,234.6,56.92471
16,18,58,38,117,0.8,21.3,57,1020.1,1.1,249.9,56.511906
28,20,62,45,127,0.8,22.8,50,1019.5,0.9,236.4,63.16972
18,14,47,46,144,0.8,23.6,49,1018.1,1.2,352,74.65022
12,11,52,40,159,0.8,24.2,45,1016.8,1.1,16.2,77.453
9,11,60,40,169,0.8,24.8,44,1015.7,1.1,35.6,80.6577
10,12,56,42,182,0.8,25.2,42,1015.1,1.1,222.3,89.25277
9,18,71,38,190,0.8,24.3,45,1014.8,1.8,110.6,90.246254
6,20,63,48,156,0.7,23.2,50,1014.9,2.1,121.2,75.24987
6,22,52,33,142,0.7,22.4,55,1014.8,1.7,98.1,65.172226
6,24,51,35,127,0.7,21.7,58,1015.3,1,57,58.603374
6,18,51,35,131,0.7,21.1,60,1016,2,241.4,60.510983
6,15,47,32,139,0.7,20.4,61,1016.4,2.2,245.7,64.36139
5,13,56,30,140,0.6,19.8,67,1016.7,2.1,237.1,64.544914
5,9,44,30,130,0.6,19.4,72,1016.7,1.5,239.8,60.64354
5,8,42,25,127,0.6,19.2,74,1016.6,1.6,233.2,59.16737
4,9,42,29,119,0.6,18.8,75,1016.2,0.9,246.2,56.220425
6,16,41,28,100,0.7,18.2,78,1015.7,0.6,261.1,49.520584
5,15,46,29,94,0.8,17.9,81,1015.3,0.6,270,48.41567
5,15,51,36,84,0.8,17.5,82,1015.3,0.3,281.1,50.56339
5,27,39,39,52,0.8,17.2,85,1015.3,0.3,99,52.414387
5,57,47,36,19,0.8,17,88,1015.9,0.3,41.3,56.10848
5,69,44,41,5,0.9,17.4,88,1016.4,0.4,79.8,63.56107
6,52,50,42,43,0.9,19.2,78,1016.9,0.8,109.4,56.70621
11,26,50,35,91,0.8,21,68,1017.3,0.8,207.1,49.776295
12,22,63,43,115,0.8,22.3,61,1017.4,0.9,141.5,57.27676
10,20,60,47,136,0.8,22.9,56,1016.7,1.5,179.5,66.07943
10,14,39,39,159,0.8,24.1,51,1015.7,1.4,162.7,79.64238
10,11,51,33,166,0.8,24.6,48,1014.9,1.5,135.9,78.97382
10,10,53,39,161,0.8,25.5,45,1013.9,1.4,194.8,77.7408
6,15,56,33,162,0.7,24.7,52,1013.2,2.2,103.2,75.98034
6,16,46,33,150,0.7,24.6,52,1012.8,1.9,96.6,70.50045
6,10,42,26,149,0.6,24.5,47,1013,1.8,248.5,69.69512
5,9,44,21,139,0.6,23.4,51,1013,1.8,250.6,64.02784
6,12,36,26,120,0.6,22.7,49,1013.5,1.5,273.4,55.803608
6,14,33,27,112,0.6,22,52,1014.3,1,291.7,53.302
5,15,38,22,108,0.6,21.4,58,1014.7,1.4,265.4,51.253437
6,16,47,27,100,0.7,20.8,65,1014.9,1,253,49.93215
5,15,47,32,96,0.7,20.2,72,1015.2,0.6,304.6,49.646923
5,12,50,35,97,0.8,19.6,76,1015,0.8,342,51.013435
5,10,47,33,105,0.7,19.3,79,1014.5,1.1,251.5,52.592255
5,9,41,30,105,0.6,19.1,80,1014,0.6,242,52.053307
5,8,42,29,102,0.6,18.6,84,1013.6,0.5,6.8,51.16637
4,27,35,27,59,0.7,18.1,87,1013.5,0.5,42.4,41.880966
4,56,44,33,10,0.9,17.9,86,1013.7,0.5,51.2,54.444088
4,57,46,41,5,0.9,17.7,87,1014.3,0.4,69.4,59.50043
5,61,46,38,6,0.9,18.2,85,1014.8,0.3,70.5,59.03948
6,41,37,38,53,0.9,20.2,76,1015.2,0.6,117.9,51.116302
9,32,45,39,90,0.9,21.1,71,1015.7,1.2,157.6,52.228737
11,26,83,42,183,0.8,25.1,51,1014.1,1.2,242.8,85.96351
11,22,79,46,202,0.8,25.8,49,1013,1.3,82.2,96.68583
12,20,67,45,215,0.8,26.1,47,1011.9,1.5,100.7,105.24255
13,19,56,44,216,0.7,27,45,1011.2,1.3,152.8,108.11028
14,17,58,45,197,0.7,27.2,43,1011.1,0.9,141,98.14189
8,24,45,32,186,0.8,26.3,44,1011.2,1.6,121.1,89.405495
6,30,41,38,139,0.7,25,50,1011.7,1.6,115.2,66.96836
5,27,44,32,116,0.7,23.7,58,1012.3,0.9,50.6,54.5697
5,33,46,31,95,0.8,23,63,1013.1,0.8,353.9,48.336628
5,25,39,34,89,0.7,22.8,61,1013.7,1.3,246.8,48.80338
5,19,36,25,84,0.7,22.2,62,1014.1,1.1,257.4,44.11412
5,19,28,17,76,0.7,21.7,65,1014.3,0.7,247.5,40.63565
5,24,23,25,63,0.7,21.1,69,1014,0.4,261.5,40.274704
6,29,40,28,50,0.8,20.3,73,1013.7,0.2,309.3,43.40116
7,42,41,23,28,0.8,19.9,76,1013.4,0.2,69,46.421425
6,57,44,30,13,0.8,19.6,79,1013.1,0.5,46,53.24759
6,56,44,29,7,0.9,19.4,81,1012.8,0.3,11.6,52.76788
5,54,36,33,4,0.9,19.2,82,1012.9,0.3,75.9,53.551277
5,52,38,26,2,0.9,19,83,1013.4,0.2,45,49.74072
6,46,34,25,7,1,19.4,82,1014,0.2,337.7,46.2606
8,43,36,30,22,1,22.1,69,1014.7,0.5,43.6,46.74191
10,38,52,34,50,0.8,23.2,62,1015,1,27.4,49.185734
11,44,47,32,65,0.8,24.6,56,1015,1,13.7,48.352276
10,34,61,31,109,0.8,25.7,52,1014.2,1.2,29.1,53.882153
10,22,41,34,169,0.8,27.5,48,1013.3,0.9,344.9,82.2087
8,20,70,42,197,0.8,27.7,47,1012.1,1,0.3,94.11128
8,20,65,42,225,0.8,28.5,44,1011,1.2,179.3,109.43721
8,19,66,41,234,0.8,28.3,43,1010.2,1.4,133.8,113.67668
7,23,56,41,231,0.7,27.9,45,1009.9,1.4,118.3,114.07194
7,23,63,48,216,0.7,27.4,46,1010,1,87.5,107.12841
6,33,50,41,178,0.8,25.9,52,1010.4,1.7,114.2,86.54295
6,37,54,39,99,0.7,24.2,57,1010.8,1.7,99,53.276447
6,36,26,32,68,0.7,23.4,59,1011.4,1.4,82.5,45.89369
5,28,35,28,72,0.6,22.7,61,1011.9,1.2,75.6,43.123184
6,22,27,27,96,0.6,22.1,61,1012.3,2,84.5,48.588516
6,22,33,20,92,0.6,21.4,66,1012.5,1.6,83.8,45.788235
5,20,31,24,82,0.6,21,71,1012.6,1.6,117.6,43.080242
5,26,33,41,67,0.6,20.6,72,1012.7,1.3,109.9,54.18299
5,17,33,19,79,0.6,20.3,75,1012.7,1.4,110.2,42.24904
4,9,39,20,89,0.6,20.2,74,1012.6,1.2,114.6,46.069714
4,10,45,22,84,0.6,20.1,74,1012.4,0.9,103.2,45.588528
4,15,42,27,79,0.6,20,75,1012.6,1,96.9,44.59303
4,14,44,19,88,0.6,19.7,75,1013.2,1.4,115.8,46.331696
4,16,38,21,87,0.6,19.7,74,1013.8,1.5,113.8,45.24687
4,16,34,24,90,0.6,20.2,71,1014.1,2.2,121.5,45.874714
4,14,47,19,95,0.6,20.6,69,1014.5,2.2,81.9,48.684048
5,16,39,21,95,0.6,20.9,67,1014.7,2.3,93.4,47.478157
5,16,43,22,98,0.6,21.2,65,1014,2.2,90.4,48.84474
4,12,36,19,109,0.6,21.8,63,1013.2,1.8,167.4,51.456177
5,8,30,19,131,0.6,22.9,59,1011.8,1.5,150.6,60.351418
5,11,44,5,138,0.6,24,56,1010.5,1.9,224.5,66.484505
6,13,41,24,139,0.7,24.8,55,1009.4,1.2,157.7,64.069374
5,15,45,19,140,0.7,24.7,56,1008.7,1.8,120.4,64.70382
5,23,56,22,110,0.6,23.3,63,1008.8,1.9,92.4,54.030563
4,28,44,21,85,0.6,22.4,68,1008.9,1.9,113.8,46.102802
5,22,40,22,80,0.6,21.8,72,1009.1,1.6,120.9,43.698574
5,24,36,23,68,0.7,21.5,74,1009.8,1.1,111.5,41.59287
5,22,39,20,63,0.7,21.2,74,1010.4,1.2,96.4,41.8231
5,16,32,20,66,0.6,21,75,1011,1.2,94.3,39.156425
5,20,23,17,55,0.6,20.8,77,1011,1.5,117.3,35.45967
5,28,43,18,42,0.6,21,77,1010.7,1.5,118.6,42.916897
5,37,31,20,33,0.6,21.1,76,1010.3,1.4,106.1,41.93556
5,22,36,17,61,0.6,21,74,1010.1,1.7,117.9,40.404755
4,19,33,18,65,0.6,20.9,76,1009.9,1.4,103.4,39.370922
4,15,30,16,70,0.6,20.5,78,1009.3,1.6,130.1,39.471813
4,15,26,14,65,0.6,20,83,1009.3,2.2,124.2,37.558735
4,17,27,11,65,0.6,19.7,85,1009.3,1.9,118.5,37.74782
4,25,27,15,53,0.6,19.9,84,1010,1.8,98.1,37.069115
4,23,34,12,57,0.6,20.2,81,1010.8,1.7,102,39.01684
4,27,23,17,53,0.6,20.8,78,1011.4,1.6,102.1,36.170193
4,33,41,19,46,0.6,20.4,82,1011.5,1.3,90.5,43.695415
5,31,24,16,53,0.6,21.4,77,1010.9,1.7,79.4,37.459553
5,24,38,15,67,0.6,22.2,72,1009.6,2.2,88.5,41.25953
5,21,38,24,78,0.6,23.1,68,1008.4,2,90.9,42.74818
5,22,43,12,82,0.6,23,69,1007.5,1.6,101.1,44.90055
5,35,31,18,68,0.6,23.1,69,1006.8,1.4,81.8,41.16098
5,42,29,22,68,0.6,23,70,1006.4,1.8,89.2,43.325462
5,37,31,27,67,0.6,23,70,1006.1,1.9,104.8,42.934063
5,32,32,18,57,0.6,22.9,70,1006.2,1.4,112.9,40.31991
4,24,26,18,57,0.6,22.8,72,1006.5,0.9,78.3,37.178616
4,17,25,18,62,0.6,22.8,72,1006.7,1.2,310.7,36.601788
4,17,21,15,58,0.6,22.8,73,1006.8,1.7,287.1,34.95206
5,17,20,12,56,0.6,22.6,74,1007.3,2,238.7,34.16002
6,19,32,13,51,0.6,22.5,76,1007.9,1,242.7,37.735825
5,19,35,16,48,0.7,22.1,78,1007.5,1.6,250.8,39.012688
6,16,27,14,51,0.6,21.8,79,1007,1.2,241.1,35.82043
6,16,24,16,51,0.6,21.4,80,1006.8,0.8,246.4,35.141907
6,18,23,15,40,0.6,20.9,82,1006.4,0.4,332.1,34.380966
5,24,30,13,26,0.7,20.6,85,1006.3,0.5,11.6,36.642735
4,43,30,14,4,0.8,20.2,87,1006.5,0.6,69.9,44.189236
4,40,35,15,3,0.9,19.9,89,1007,0.5,53.4,44.404346
5,37,33,25,3,1.1,20.2,90,1007.8,0.4,350.7,43.499844
5,43,45,28,3,1.1,20.9,87,1008.6,0.6,67.7,48.685444
4,44,47,26,4,1.1,20.8,90,1009.2,0.7,46.8,49.08752
4,48,41,31,4,1.1,20.9,90,1009.8,0.5,27.9,50.55465
5,52,40,24,4,1.2,21,90,1009.4,0.6,15.9,49.859173
4,55,54,35,7,1,21.3,88,1009,0.9,336,56.420254
4,58,68,31,7,0.9,21,90,1008.2,1,24.1,61.371593
4,60,44,33,6,0.9,20.8,92,1007.2,0.9,39.1,56.012405
4,34,20,31,5,0.9,18.7,91,1007.6,1.4,355,45.893383
4,33,15,23,3,0.9,18.2,87,1008.1,1.5,346,40.15226
4,30,17,16,3,1,17.6,83,1009,1.7,326.9,35.719475
5,28,17,14,3,0.9,17.2,81,1009.8,1.9,327.7,34.286705
4,26,16,12,4,0.9,17,79,1010.8,1.8,333.9,33.0394
4,24,22,13,5,0.9,16.8,77,1011.2,1.9,337.6,34.006977
4,25,16,10,4,0.9,16.7,76,1011.6,1.6,342.9,32.61369
4,27,16,7,3,0.9,16.7,77,1011.6,1.4,341,33.531864
4,25,26,9,5,0.9,16.7,76,1011.4,1.6,324.5,35.814888
4,23,21,12,6,0.9,16.3,75,1011.7,2,320.7,33.333443
4,18,22,8,12,0.9,15.9,76,1011.5,1.7,346.9,31.838293
4,20,21,13,12,0.9,15.9,74,1011.5,1.5,330.8,32.34141
4,20,24,12,14,0.9,15.8,74,1011.4,1.4,358.7,33.31718
5,21,23,11,14,0.9,16,73,1011.9,1.8,5.5,33.070713
4,22,20,15,15,0.9,16.1,72,1013.1,1.4,344.9,33.01324
4,22,21,15,18,0.9,15.9,70,1013.8,1.9,348,33.225315
4,24,16,6,16,0.9,16,70,1015,1.3,354.4,32.348568
4,22,30,11,20,0.9,16.2,70,1015.2,1.7,8.7,35.829082
4,20,23,14,22,0.9,16.1,73,1015,2,33,33.539883
4,20,19,12,24,0.9,16.2,73,1014.4,1.8,24.9,31.946194
4,23,28,9,23,0.9,16.5,72,1013.7,1.7,0.4,35.650883
4,24,28,9,24,0.9,16.6,72,1013.1,1.6,31.5,36.03986
4,26,35,16,22,0.9,16.9,73,1012.3,1.7,22.4,38.80006
4,30,40,13,16,0.9,16.9,73,1012.2,1.7,25.9,42.063057
4,34,39,19,13,0.9,17.1,73,1012.4,1.2,6.2,43.098972
4,37,38,23,9,0.9,17.2,72,1012.7,1.1,16,43.881104
3,38,32,16,7,0.9,17.2,72,1013.2,1.2,17,42.75698
3,39,34,16,5,0.9,17.2,72,1013.9,0.9,46.3,43.7924
3,40,34,21,4,0.9,17.2,72,1014.7,0.8,14.6,43.994297
4,36,34,19,8,0.9,16.8,75,1015.1,1.1,49.9,42.32469
4,36,38,19,7,0.9,16.4,79,1015.5,0.7,36.4,43.592266
4,38,37,15,4,0.9,15.9,83,1015.3,0.8,34.8,44.238087
4,38,30,16,2,0.9,16,83,1014.8,0.7,61,41.988102
5,35,35,18,3,0.9,16.7,78,1013.5,1.1,35.1,42.1462
5,34,27,13,2,0.9,16.8,77,1014.1,1.1,28.9,39.417694
6,32,29,14,3,0.9,17,76,1014.9,0.7,30.4,39.06486
6,30,32,16,5,0.9,17.3,74,1015.6,1,17.9,39.133366
7,28,29,18,9,0.9,17.8,72,1016,1.2,31.2,37.171295
7,31,32,13,12,0.9,18.6,70,1016.2,0.9,43.4,39.489197
8,35,41,18,23,0.9,19.5,69,1015.4,1.2,79.2,43.56114
6,31,38,24,52,0.9,20.9,67,1014.6,1.4,97.2,42.317265
6,34,64,26,61,0.9,21.2,70,1013.5,1.3,95.8,52.269653
6,24,40,35,76,0.8,22.5,67,1012.4,1,137.3,48.89284
5,22,54,23,83,0.8,22.6,69,1011.7,0.9,99,48.15422
6,60,53,17,41,1.1,21.8,68,1011.5,1.1,306,57.34534
7,86,79,46,12,1.3,21,68,1011.7,0.7,344.3,74.424904
6,92,88,51,4,1.3,20.5,70,1011.6,0.6,27.1,79.62795
6,92,91,51,4,1.4,20.1,73,1012,0.6,355,80.4432
6,91,85,61,4,1.5,20.2,73,1012.9,0.4,242.2,83.2812
7,87,90,60,4,1.6,20.2,74,1013.5,0.4,67,81.20082
7,83,90,56,4,1.6,20.1,76,1013.8,0.5,10.6,78.11009
6,84,93,61,4,1.5,20.1,74,1014.2,0.4,285.2,80.98423
5,77,105,59,4,1.6,19.9,75,1014.4,0.3,31,80.384605
6,70,96,56,3,1.6,19.7,77,1014.2,0.2,11,75.29212
6,65,99,55,3,1.6,19.4,80,1013.6,0.5,77.5,73.97709
5,67,98,62,3,1.5,19.2,82,1013.2,0.9,93.5,76.64003
5,64,65,49,2,1.3,19.1,84,1013,0.5,33,66.729004
5,58,66,43,2,1.4,19,86,1013.2,0.3,4.4,62.02444
4,54,64,43,2,1.2,19,86,1014,0.5,320.1,60.54159
4,55,42,32,3,1.2,19.4,84,1014.9,0.4,23,53.594784
4,55,53,34,4,1.4,20,82,1015.6,0.5,9.1,56.055912
6,62,59,34,5,1.3,20.8,77,1016.2,0.5,16.6,59.17412
7,63,58,38,15,1.1,21.9,71,1016.3,0.7,69.2,59.678303
8,55,56,35,34,1,23.5,68,1016,0.7,154.1,55.44223
5,29,77,36,100,0.9,25,68,1014,1.5,211,59.107357
4,24,62,23,108,0.8,25.1,69,1013.2,1.4,219.9,54.492985
4,32,55,27,119,0.9,25.4,68,1012.6,1.3,245.7,56.2344
5,34,66,33,98,0.9,25.1,71,1012.6,1.4,257,55.32849
5,38,49,38,77,0.9,24.6,73,1013.1,1,263.7,51.402504
5,52,70,39,57,1.1,24.2,75,1013.2,0.6,219.8,58.818638
4,60,65,45,35,1.3,23.6,78,1013.5,0.3,240.1,62.10129
4,72,72,47,9,1.4,22.8,82,1014.2,0.2,319.9,68.83799
4,66,80,51,6,1.4,22.5,84,1015,0.4,353.3,69.71386
4,94,89,55,4,1.4,22.8,82,1015.5,1,317,81.8915
4,54,95,69,13,1,21.5,80,1016.2,2.7,346.8,79.151634
4,19,15,38,14,0.9,17.7,87,1017,2.4,355.6,51.39815
4,16,2,3,18,0.9,16.4,76,1017.2,1.9,338.2,24.866987
4,17,8,3,24,1,15.5,63,1018.9,2.4,345.2,27.052351
4,16,12,4,25,1,16,62,1019.6,2.6,351.8,27.903496
5,16,25,6,42,1.1,18.7,54,1019.7,2.5,351.4,33.720074
5,16,23,8,57,1,19.9,51,1018.6,2.3,339.2,34.561882
5,15,34,10,73,1,20.7,49,1017.7,2,347.2,40.192802
5,16,35,11,80,1,20.8,49,1016.7,2.3,331.4,42.277245
5,15,24,10,85,1,21,48,1016.2,2,354.1,42.253197
4,22,34,10,74,1.1,20.9,50,1016.3,1.6,325.9,40.54108
5,29,30,14,59,1.1,20.1,52,1016.5,1.9,329.6,38.08733
5,34,33,10,50,1.1,19.6,54,1016.8,1.7,329.8,41.064896
6,40,34,18,37,1.2,19.5,54,1017.2,1.2,331.9,43.201027
6,41,42,19,33,1.2,19.4,55,1017.9,1.4,341.1,46.099144
5,37,39,25,34,1.1,19.2,56,1018.5,1.5,356.1,43.62602
5,36,35,17,34,1.1,18.9,57,1018.8,1.6,15,42.2505
4,28,29,14,37,1,18.6,57,1019.3,1.7,14.3,37.598766
5,26,26,14,35,1,18.1,58,1019.6,1.7,23.6,35.719276
5,32,24,12,28,1,17.8,59,1019.5,1.7,33.1,37.52215
4,33,28,11,25,1,17.6,60,1019.1,1.8,35.9,39.378986
4,29,27,11,26,0.9,17.3,63,1018.9,2,50.1,37.600628
5,26,34,11,30,0.9,17.1,67,1018.3,1.8,70.5,38.504875
5,31,24,10,18,0.9,17.1,65,1018.2,1.8,55.2,37.35837
6,36,30,13,14,0.9,17.1,66,1018.8,1.4,43.1,40.991154
6,37,34,15,11,1,17.2,65,1019.4,1.4,28.9,42.44813
6,39,30,18,9,1,17.2,64,1019.8,1.7,37.5,41.86461
6,38,37,12,11,1,17.2,64,1020.4,1.6,42.1,43.914833
7,37,37,23,15,1,17.6,63,1020.3,1.5,47.7,42.923973
7,36,47,20,20,1,17.8,62,1019.6,1.4,33.2,45.807354
8,36,44,22,29,1,18.4,61,1018.7,1.1,12.1,44.62609
8,38,49,20,42,1,19.3,59,1017.4,1.1,354.5,47.055386
7,41,60,25,54,1,19.9,59,1016.7,1,328.8,51.682835
7,44,63,27,56,1.1,20,60,1016,0.9,349.7,53.60533
7,53,66,29,50,1.1,20.1,60,1015.6,0.7,345.6,58.026226
6,68,73,30,25,1.2,19.8,61,1016.3,0.9,295,66.24376
6,83,79,36,5,1.2,19.2,61,1016.6,1.2,296.3,73.92258
8,70,75,45,5,1.2,18.6,62,1017,1.1,350.4,67.53141
7,60,64,38,6,1.1,18.1,63,1017.7,1.1,341.4,60.276295
8,57,69,34,5,1.1,17.8,64,1018,0.8,12.8,60.319603
8,59,67,35,3,1.2,17.9,65,1018.2,0.6,341.1,60.314434
7,59,60,32,3,1.2,17.9,65,1017.9,0.8,333.4,58.36594
6,58,68,36,4,1.2,17.8,65,1018,0.9,330.9,60.484177
6,55,74,37,3,1.1,17.6,66,1017.4,0.8,283.7,61.283302
6,50,70,39,3,1.1,17.3,67,1016.8,0.8,338.2,58.81289
5,49,68,37,3,1.1,17.1,69,1016.2,1,8.3,57.74006
5,48,62,37,3,1.1,17,70,1016.2,1,331.4,56.22717
5,45,63,43,3,1.1,16.7,73,1016.5,1,324,57.18161
4,42,57,38,2,1.1,15.5,82,1016.6,0.6,276.4,53.85146
3,40,47,38,4,1.2,15.1,88,1017,0.8,330.2,51.951923
4,39,45,35,4,1.3,15.4,86,1017.5,1.2,346.7,49.593906
5,38,52,43,4,1.3,15.8,85,1018,1.2,328.5,55.74299
5,39,59,41,4,1.3,16.1,82,1018.5,1.4,331.5,54.73773
4,36,60,46,4,1.3,15.8,84,1018.6,1.5,318.5,58.55408
4,34,72,43,6,1.3,15.4,88,1017.7,1.1,333.5,58.65407
4,35,38,38,8,1.3,15.6,90,1016.5,0.9,324.6,51.15366
4,39,48,33,8,1.3,16,89,1015.4,0.6,32.5,49.40919
5,48,67,49,3,1.4,16.6,91,1014.9,0.9,347.2,61.24744
4,48,80,48,3,1.4,16.7,92,1015,0.4,339.1,63.18129
4,45,75,46,3,1.4,16.9,92,1015,0.4,251,60.84219
4,43,73,52,5,1.3,17.1,92,1015.1,0.3,65.7,63.889248
5,44,68,53,2,1.3,17.2,92,1015.4,0.4,293.5,64.68926
4,45,66,49,3,1.4,17.3,92,1015.4,0.5,20.6,61.026176
5,42,80,46,3,1.5,17.3,91,1015.4,0.6,319.7,61.78426
5,42,83,53,3,1.5,17.3,90,1015.2,0.5,348.6,66.3077
5,43,83,67,3,1.3,17.5,90,1014.9,0.4,320,77.30002
5,41,86,47,3,1.3,17.5,90,1014.4,0.7,32.1,63.546947
4,42,93,47,3,1.1,17.6,90,1014,0.8,47.4,65.25747
4,38,74,38,2,1,17.6,90,1014.1,0.5,14.6,56.61266
5,36,56,36,2,1,17.8,90,1014.4,0.6,30,51.417553
5,33,45,37,2,1,17.9,90,1014.4,0.5,79.7,50.657444
4,31,41,32,2,1.2,18.1,90,1014.8,0.5,46.3,46.41324
5,33,51,35,3,1.2,18.4,89,1015.2,0.6,25.8,49.9611
4,34,52,35,3,1.2,18.5,91,1015.6,0.6,56.9,50.123154
4,36,46,36,4,1.2,18.7,92,1015.5,1,90.9,49.573536
4,45,50,41,9,1.1,19.5,91,1014.9,1.3,102.5,55.11905
5,51,51,41,17,1.1,20.8,86,1013.6,1.5,110.6,56.809338
5,59,64,42,22,1.1,21.8,82,1012.8,0.8,144,60.805336
5,61,70,49,25,1.1,22.2,84,1011.8,1.1,109.3,65.073
4,54,56,45,26,1,22.5,84,1011.4,0.9,115.4,60.15711
4,60,51,41,11,1,22.4,85,1011,1,103.4,60.45404
4,63,61,39,6,1.1,22.3,87,1011,1,98.4,61.596897
4,49,51,45,19,0.9,22.2,87,1011.5,1.1,114.4,58.73158
4,52,44,30,13,1,22,89,1011.7,1.1,98.8,51.78338
4,42,39,34,22,0.9,21.5,92,1012.1,1.8,94,49.455505
3,36,37,25,23,0.9,21.4,92,1012.7,0.9,95.6,43.53156
4,33,38,29,25,0.9,21.4,91,1013.2,1,110.9,43.919926
3,29,42,25,28,0.8,21.5,90,1013.2,1.5,113.5,42.992966
4,26,34,31,32,0.8,21.5,89,1013.4,1.5,107.1,45.362705
4,37,45,12,18,0.8,21.4,89,1013.2,1.3,105.6,46.593678
4,44,53,30,9,0.9,21.2,90,1012.9,1.1,87.4,51.118107
4,51,36,31,2,1,21.1,91,1012.9,0.8,68.4,51.566788
4,50,38,27,3,0.9,21,90,1013,0.7,71.3,49.539165
4,50,28,26,2,0.9,21,90,1013.4,0.9,79,48.24731
4,49,39,21,4,0.9,21,90,1013.6,1.5,117.2,49.015064
3,45,38,23,6,0.9,21,91,1013.9,1.6,115.3,47.168118
3,31,28,30,22,0.9,21.6,89,1014.2,1.2,91,44.230175
3,31,32,23,26,0.9,22.4,87,1014.7,1.4,115.7,40.23538
4,27,38,30,34,0.8,23,84,1014.9,1.4,116.8,44.54275
3,41,46,27,18,0.9,23,87,1014.9,0.9,100.1,47.920757
3,34,60,28,29,0.9,22,89,1014.5,1.4,316.3,50.113453
3,10,15,18,65,0.7,20.7,88,1013.7,1.3,256.4,37.751095
3,20,4,9,51,0.7,20.3,92,1013.3,1.1,242.1,30.777765
3,37,10,6,32,0.8,20.6,94,1012.8,0.9,248.1,35.876392
3,34,13,6,37,0.9,21.3,93,1012.6,0.6,301.5,35.4857
3,47,19,14,21,0.9,21.8,91,1012.9,0.6,82.1,42.27967
4,60,35,12,2,1,21.7,91,1013.4,0.4,32.4,52.360302
4,65,29,14,2,1.1,21.4,93,1013.8,0.6,353.7,52.240963
4,66,33,20,2,1.1,21.2,93,1014.6,0.3,352.1,53.666428
4,58,38,24,2,1.2,21.1,94,1015.4,0.4,1.6,51.768097
3,58,30,22,2,1.1,21.1,94,1016,0.3,331.6,49.597343
4,53,27,25,2,1.2,21.1,94,1016.3,0.3,1.3,48.61248
4,46,25,19,2,1.2,20.6,94,1016.1,1.2,323.5,43.42992
4,37,24,17,3,1.2,19.9,90,1015.7,1.3,350.9,39.67181
3,32,23,16,5,1.2,19.5,86,1015.6,1.3,336.3,37.679504
4,28,19,18,7,1.2,19.2,84,1015.5,1.3,340.1,35.85359
4,22,23,8,12,1.1,18.8,83,1015.7,1.4,348.9,33.458576
4,22,18,11,12,1.1,18.5,83,1016.2,1.2,337.2,31.761124
4,23,17,9,11,1.1,18.4,82,1016.9,1.4,330.7,31.904938
3,24,14,8,11,1.2,18.4,80,1017.7,1.7,341.4,31.394117
4,23,20,7,13,1.2,18.4,79,1018.6,1.6,331.2,32.79977
4,19,18,9,18,1.2,18.9,75,1019.3,1.8,335.7,30.52778
4,20,23,6,21,1.2,19.4,73,1019.4,1.8,357.2,32.612293
4,22,32,8,23,1.3,19.7,72,1019,2,4.1,36.05386
4,20,35,10,29,1.2,20.1,70,1018.2,1.9,14.7,37.06722
3,19,30,15,34,1.2,20.3,70,1017.6,1.4,352.5,36.14324
4,18,19,10,40,1.2,21.2,67,1016.6,1.7,16,31.997297
3,21,38,10,43,1.2,21.6,66,1015.9,1.3,31.9,38.767185
4,24,41,16,43,1.2,21.5,70,1015.7,1.2,70.3,40.919453
4,30,34,15,39,1.2,21.2,71,1016,1.1,67.7,39.674377
5,41,33,14,32,1.2,21.1,72,1016.4,1.1,67.8,43.599533
5,47,46,27,25,1.3,20.9,74,1016.9,1,69.3,49.46735
4,56,45,23,11,1.3,20.8,74,1017.6,1,68.1,53.072464
4,57,46,26,5,1.3,20.7,76,1018.6,0.5,59.4,53.68086
4,57,52,22,3,1.3,20.6,76,1018.8,0.7,63.6,55.74222
4,53,45,38,4,1.3,20.4,76,1018.8,0.6,61.1,56.237614
